"","NZDUSD_ZARUSD1999out.1.126.","NZDUSD_ZARUSD2000out.1.126.","NZDUSD_ZARUSD2002out.1.126.","NZDUSD_ZARUSD2007out.1.126.","NZDUSD_ZARUSD2009out.1.126.","NZDUSD_ZARUSD2012out.1.126.","meanout99.1.126.","lowout99.1.126.","upout99.1.126.","meanout99_g.1.126.","lowout99_g.1.126.","upout99_g.1.126.","meanout00.1.126.","lowout00.1.126.","upout00.1.126.","meanout00_g.1.126.","lowout00_g.1.126.","upout00_g.1.126.","meanout02.1.126.","lowout02.1.126.","upout02.1.126.","meanout02_g.1.126.","lowout02_g.1.126.","upout02_g.1.126.","meanout07.1.126.","lowout07.1.126.","upout07.1.126.","meanout07_g.1.126.","lowout07_g.1.126.","upout07_g.1.126.","meanout09.1.126.","lowout09.1.126.","upout09.1.126.","meanout09_g.1.126.","lowout09_g.1.126.","upout09_g.1.126.","meanout12.1.126.","lowout12.1.126.","upout12.1.126.","meanout12_g.1.126.","lowout12_g.1.126.","upout12_g.1.126."
"64",-0.0441819464570959,-0.12382940609113,-0.0185642375422133,0.0286914335252584,0.0612461565526974,0.0592474907400407,-0.0447354498131899,-0.060536125487877,-0.0293372136255536,-0.043584718981108,-0.0632646670682713,-0.0248988836308788,-0.103577384082998,-0.126759130990089,-0.0803956371759079,-0.103577384082998,-0.126759130990089,-0.0803956371759079,-0.0172577627135744,-0.0382927393456249,0.00434210349031739,-0.0166087487756557,-0.0359783252249404,0.00287111930780299,0.0263653675179942,0.00661138729342638,0.044498712275534,0.0254671695485041,0.00706552457389122,0.0427695166481972,0.0593421649869988,0.0355521606040225,0.081927006723717,0.0603472229876199,0.0431784890393699,0.077273995233342,0.0421911885653009,0.00982621553174081,0.0738908154736519,0.0566423370171934,0.0406852657144334,0.0728343497069617
"65",-0.0451730807455006,-0.133581096255365,-0.0143801110571791,0.0266981576616836,0.0823095090372479,0.0636799522175571,-0.0447173005494841,-0.0609996981770035,-0.0290916574737651,-0.0433520369432735,-0.0629190378046421,-0.0240662253285355,-0.106434880480367,-0.13210943885666,-0.080760322104073,-0.106434880480367,-0.13210943885666,-0.080760322104073,-0.0138979066890801,-0.0346650053754016,0.00753357890488202,-0.0137019389936068,-0.0331077016606227,0.00475968201208672,0.0262376453917303,0.00683856031056389,0.0452932632811789,0.0249323401088087,0.00731619703168939,0.0420826378250119,0.0581467897211795,0.0190315728182686,0.0969706112177181,0.0595201391411144,0.029346568722979,0.0870237878171564,0.0484843668797728,0.0201338510073386,0.0763002557197317,0.0616472706716541,0.045449443596427,0.0772589020866762
"66",-0.0460122091707318,-0.130846676108081,-0.00628411537236118,0.0251543508304886,0.0917524336493991,0.0684537496538247,-0.0455246609611453,-0.0613726307517511,-0.0296833197183237,-0.0438839286201989,-0.0627146287449824,-0.0242095701073056,-0.108759813397292,-0.135994043974419,-0.0815255828201644,-0.108759813397292,-0.135994043974419,-0.0815255828201644,-0.00730761941478578,-0.0295659058740863,0.0143265710401319,-0.00762765458279875,-0.0269020147415252,0.0115250180876281,0.0243779323070126,0.00504232818000567,0.0429116680960907,0.0237568063335915,0.00555034579971239,0.041582946816093,0.0864969851255392,0.0599095168028351,0.11060527932974,0.0741762339771491,0.0446356155071553,0.105266366461903,0.05242736774473,0.0225856452208451,0.0813647229421597,0.0662595551952039,0.0502451682899214,0.0820242433892968
"67",-0.0352345836769027,-0.135887897051325,-0.0146357779052073,0.0188491723461763,0.0891485372301914,0.069056526660388,-0.0363433956930412,-0.0518156003005474,-0.0212586868311138,-0.035676571339425,-0.0549034935392503,-0.0161427809369102,-0.111343440411962,-0.139646531514555,-0.0830403493093678,-0.111343440411962,-0.139646531514555,-0.0830403493093678,-0.0124328272429937,-0.0333175823635999,0.00941234595982834,-0.0117232705369398,-0.0303663658099817,0.00730403178357056,0.0194936613270249,0.000523824618517635,0.0381683542784022,0.0186873119635947,0.00131286275333142,0.0367066362861283,0.0864611154048468,0.0613153359756081,0.111081935244798,0.0877832685946963,0.0705067785752673,0.104959627320868,0.0558291661829438,0.0256340523358348,0.0844444128792354,0.0674389422973406,0.0508169615517585,0.0838433166322385
"68",-0.0343928117077268,-0.135121795741743,-0.0153867125969274,0.021890747079216,0.0930276730904802,0.0631827566496899,-0.0343361343252677,-0.0502836150812752,-0.0183618960491569,-0.0337471979294464,-0.052599359148082,-0.0141381568142138,-0.113608045681465,-0.143765862614373,-0.0834502287485567,-0.113608045681465,-0.143765862614373,-0.0834502287485567,-0.0137070591614949,-0.0350480800210861,0.00768586395990963,-0.0133820578017722,-0.0326496957301123,0.00553436652012518,0.0207391560305481,0.00132335649857157,0.0389683308031608,0.0200575057429917,0.00185707760534877,0.0373555483027575,0.0896461276649537,0.0640827982607537,0.113374514308098,0.0910804163804145,0.0741480976949586,0.108174427548621,0.0616862183481348,0.04593668918451,0.0774374575256973,0.0630000180703639,0.046900247367737,0.079404377044734
"69",-0.0357692005652516,-0.126437021426485,-0.0222882820205828,0.0223515975596817,0.0806463553004739,0.0729578010452674,-0.0353694265226227,-0.0511176762499811,-0.0190669336624985,-0.03430249743544,-0.0532925680659351,-0.0150830294099294,-0.114829852895276,-0.145565600487758,-0.0840941053027945,-0.114829852895276,-0.145565600487758,-0.0840941053027945,-0.0195558025563008,-0.0410250613507295,0.00284591319930447,-0.0187184590427978,-0.037434484861553,0.000203882833170292,0.0216093884307937,0.00258604830266738,0.0399796080770624,0.0208447970044154,0.00293356794820004,0.0389884911265976,0.0807109715460766,0.0560729998527467,0.105087399820758,0.081262181535753,0.0645966003012214,0.0977233290382722,0.0535557925035502,0.025216420430038,0.083923897166982,0.0700804444509047,0.0536920365755966,0.0861723771423177
"70",-0.0413220681968608,-0.124262680215058,-0.0389246437457416,0.0340190215412248,0.0880677965287249,0.0917067964279901,-0.0405208936562384,-0.0557308644488521,-0.0246334192420023,-0.038722712639047,-0.0579031744839195,-0.0182576920763103,-0.115728217401922,-0.143247809372137,-0.088208625431707,-0.115728217401922,-0.143247809372137,-0.088208625431707,-0.0174034328904088,-0.0532903488202467,0.0183904081029241,-0.0173994272545421,-0.0434754222399466,0.00888421718859548,0.0307106981223157,0.0111042517446787,0.0503715470542896,0.0300274826231404,0.0117662463995142,0.047428586244715,0.0846747231389002,0.0589539475215155,0.108867863811348,0.0857977550435731,0.0688126814389209,0.102252760002616,0.0636449320497677,0.0330245434736381,0.0990737529789527,0.0689908397291253,0.0411311473604205,0.0961212750276708
"71",-0.0510316513496423,-0.116827089994273,-0.0365661351941051,0.0276107144586948,0.0902580689396582,0.101504670126718,-0.0384909059855345,-0.07623784874,8.43627006012647e-05,-0.0469958296550976,-0.0656652660865053,-0.0279308157460083,-0.115832871934527,-0.140064544744117,-0.0916011991249364,-0.115832871934527,-0.140064544744117,-0.0916011991249364,-0.033851106688544,-0.0541558440991338,-0.0110114165141891,-0.0327113014829032,-0.0516969777331814,-0.0133603511965424,0.0275712896941827,0.00866738202210436,0.0466654808099983,0.0267158784160796,0.00959359659351932,0.0439327204126003,0.0872049301935424,0.0622056645912932,0.112261969966681,0.0883192691950234,0.0715218560181035,0.105347284196498,0.0839326734734334,0.047054079443798,0.125285679455013,0.0829944084537579,0.0554417877854442,0.111141695523814
"72",-0.0470089374402224,-0.128481528643704,-0.0299311114641372,0.027781393619303,0.0806240734919101,0.0882543420166568,-0.0469623553224323,-0.0627126180428693,-0.0310783619266801,-0.0454608581574971,-0.0646079487312882,-0.0261476430638964,-0.117037505906829,-0.140055157633952,-0.0940198541797072,-0.117037505906829,-0.140055157633952,-0.0940198541797072,-0.0288517126697522,-0.0494923065734066,-0.00753096762513222,-0.0285955230479423,-0.046836161413355,-0.00906830600174481,0.0268445611594191,0.00805152462562683,0.0450461851806714,0.0263506234010583,0.00895021952716142,0.0432553468695737,0.0804298703810656,0.0562654183777932,0.105841386779796,0.0806678780099983,0.0639754984585596,0.0977296149110733,0.0887916365656393,0.0679379483307265,0.112157968820113,0.0886510955704024,0.0723458304667158,0.105164786681328
"73",-0.0443450404035747,-0.125358877080614,-0.023066336226538,0.0277770688543595,0.0778968752918063,0.0814199308852861,-0.0441237547453423,-0.0590955203067962,-0.0286876780045364,-0.043205063219008,-0.0625750810988328,-0.023975410489323,-0.11783001744719,-0.138468739609387,-0.0971912952849924,-0.11783001744719,-0.138468739609387,-0.0971912952849924,-0.0227558727485535,-0.0431466184741072,-0.0012020491589582,-0.0227753613990738,-0.041511810839387,-0.0039614253846089,0.0269593588268107,0.00822214978841638,0.0457284078720451,0.0261970469899254,0.00841160857002133,0.043029666352706,0.0767860926442643,0.0524119371067275,0.101798802863728,0.0772400538759952,0.0601273752242328,0.0941102612403446,0.0816469159009739,0.0612935872021454,0.104311421089904,0.0817120784102021,0.0650683410138877,0.0979957055773339
"74",-0.0616972615681122,-0.127167287386597,-0.0265579490106853,0.0479137603769593,0.0796399722364087,0.0824107760439139,-0.0433072300343588,-0.084429018911076,-0.00517098912071048,-0.0410710072785181,-0.0712905556399126,-0.0102335172521776,-0.118719281250943,-0.138213234662001,-0.0992253278398848,-0.118719281250943,-0.138213234662001,-0.0992253278398848,-0.0245513239280159,-0.0454529207846505,-0.00329290482445896,-0.0239584188217222,-0.0428933199654466,-0.00566111153365445,0.0270303581173734,-0.00565330348418498,0.0577641644485965,0.0250505012668459,-0.00297876209150634,0.0528291344877804,0.0774246246652507,0.0523423506201026,0.102745153559314,0.0781333013622438,0.0615634651049784,0.094565990221571,0.0812739293130875,0.058759295261699,0.104930263526991,0.0810250928910743,0.0641633880401668,0.0973452367941656
"75",-0.0556060645013753,-0.13310571487212,-0.0249956605980992,0.0385609375240872,0.0737177269348135,0.0869589591743436,-0.0555868580551741,-0.0709109447855115,-0.0405697901055025,-0.0542605332920966,-0.0733115823639485,-0.0350409938786155,-0.120089417786293,-0.140230638214263,-0.0999481973583229,-0.120089417786293,-0.140230638214263,-0.0999481973583229,-0.0232358673566731,-0.0440230658478663,-0.00247728408275446,-0.0229988218427532,-0.0411456806660086,-0.00452085387534256,0.0385900247877219,0.0198061683476598,0.0569887128429459,0.0381183649784355,0.0212531927604073,0.0547138754293028,0.0728207234781025,0.0483123095673946,0.0976588348819798,0.0734548650655299,0.0568749966023192,0.0909973460196125,0.0856060066958652,0.0621634450275267,0.109553396034165,0.0848068199175351,0.0674758726015207,0.101157000468618
"76",-0.0544804266609184,-0.124122358739364,-0.0261983687784186,0.0305385670680252,0.0813767164616224,0.093888805317732,-0.0541841977890948,-0.0691173287688035,-0.038694833325731,-0.052654859333915,-0.0712814037474934,-0.0331804782248963,-0.120473507400871,-0.139493121410258,-0.101453893391485,-0.120473507400871,-0.139493121410258,-0.101453893391485,-0.0243390206786297,-0.0451086558786718,-0.00331788140806603,-0.0239233547466618,-0.0418543394014769,-0.00548428634771006,0.031550763793932,0.0134174822971923,0.0498490126572693,0.0305483431656425,0.0135035528111809,0.0472273656193116,0.0779488627652233,0.0521774454874394,0.103811391624263,0.0791046761649744,0.0618742901010855,0.0950992546668983,0.0921101334767166,0.0670040150629754,0.117861901163552,0.0907456106851527,0.0744789613654438,0.106971220011875
"77",-0.0597516328582474,-0.122662740627379,-0.0249903792305257,0.0336454054099726,0.085285675171066,0.0808036977399933,-0.0586673967225119,-0.0735059029733724,-0.0430759032674213,-0.0567808544433755,-0.0758263052497206,-0.0374376334720704,-0.120682005803396,-0.13969925823796,-0.101664753368832,-0.120682005803396,-0.13969925823796,-0.101664753368832,-0.0236451569463161,-0.0444492826466354,-0.00324025489280295,-0.0230757301772579,-0.0413166266730572,-0.00495772325189329,0.0325058321370021,0.0138232595460947,0.0518144198688643,0.0318997730559002,0.0155196216195844,0.0486130814915518,0.0818987866953507,0.0571859686727973,0.105884527344721,0.0832626008532671,0.0666725911192985,0.0997764580608837,0.0836859086186958,0.0594812643482079,0.108070324750422,0.0816765203237921,0.0654310483332466,0.0979963008673726
"78",-0.0546210461181592,-0.113967946466382,-0.0177183246264132,0.0354839959306044,0.101061645662895,0.0794517022351526,-0.0546097053458866,-0.0699794320119923,-0.0398865089411854,-0.0534788525488979,-0.0722585144039493,-0.0336908388179954,-0.120042571580823,-0.139342701001505,-0.100742442160141,-0.120042571580823,-0.139342701001505,-0.100742442160141,-0.0178360089045725,-0.0389014304523804,0.00279565693055065,-0.0179851178121815,-0.0357893226451857,0.000327817446592805,0.0336925710040176,0.0147849103900414,0.052622128625032,0.0341231504500097,0.0176843085043367,0.0501516987344505,0.0810656164148717,0.0410822693560659,0.123946200524474,0.0807063955072463,0.0524454177767874,0.109822478921809,0.080108703780424,0.0551914684086779,0.10517876659124,0.0787993046524827,0.0627846362998333,0.0953885639833032
"79",-0.0503653967799535,-0.113777670620727,-0.0198834419595271,0.0378933693441774,0.0988902853094817,0.082209377983856,-0.0503089978128784,-0.065430600259919,-0.0354919165907481,-0.0494191463633075,-0.0692014300731441,-0.0295892777424822,-0.119445914346528,-0.138930034477513,-0.0999617942155433,-0.119445914346528,-0.138930034477513,-0.0999617942155433,-0.0185761913244691,-0.0391720575002909,0.00175726586532472,-0.018235668052038,-0.0359581132706419,-0.000431830660247261,0.0362580470440518,0.0171143921843469,0.0546782008612514,0.0363508301718367,0.019635541857027,0.0527650689149199,0.0963167444698728,0.0703256709684524,0.122357470291159,0.0974354940489343,0.0803680321879821,0.114315472895912,0.0815100089053516,0.0561721652564906,0.106085132262118,0.0803891362728623,0.0642426741167367,0.0968538342042859
"80",-0.0458636220465568,-0.109405257657701,-0.0116766188665436,0.0406843571703188,0.11307509579689,0.07637473097001,-0.0460358986132827,-0.0613265983879345,-0.0308064232328846,-0.0452525211179018,-0.064862542065939,-0.0257188921282074,-0.118489661328545,-0.138444155188342,-0.0985351674687477,-0.118489661328545,-0.138444155188342,-0.0985351674687477,-0.0121472270757622,-0.0327997253219829,0.0080223893681687,-0.0122871349315721,-0.0308878233213621,0.0058753955637768,0.039193945043685,0.0202489316995228,0.057750176781509,0.0389386657842649,0.0225228155052962,0.0557381553802648,0.106667327019576,0.0802370565193629,0.132518111715223,0.0932780749942024,0.0626318289577742,0.123395959941499,0.0776544975799746,0.0531470695218702,0.102233168022514,0.0760235143353134,0.0597523752329156,0.0920428387758726
"81",-0.0462996252898574,-0.111418047297605,-0.0102518069498581,0.0330796138559788,0.115125832372822,0.0773450188252194,-0.0458171564303672,-0.0603187688784999,-0.0310656469117244,-0.0447353739515669,-0.0640434153385743,-0.0251383804237836,-0.117816174277979,-0.137837382510332,-0.0977949660456258,-0.117816174277979,-0.137837382510332,-0.0977949660456258,-0.00966616909642248,-0.0307317114213012,0.0108124768556356,-0.0101328584539194,-0.0276250032829615,0.00785105140063227,0.0332945631137075,0.014434696939759,0.0518341575088893,0.0332849034580406,0.0168327090628952,0.0492313137175899,0.111304649981844,0.0849607237460828,0.135729954726885,0.112573314104771,0.0949801100684131,0.128127745927123,0.0771187990643652,0.0511398965059343,0.10123817403902,0.0758494633465441,0.059650826496589,0.0921545077085339
"82",-0.0466601870040139,-0.105754861991459,-0.0114537112886157,0.0512848605058545,0.119697730091137,0.0820773495434284,-0.0462935081800013,-0.0616999505865986,-0.0315217285447795,-0.0446790952365158,-0.064459435703941,-0.0255229142972923,-0.116667477869739,-0.136158447015519,-0.0971765087239589,-0.116667477869739,-0.136158447015519,-0.0971765087239589,-0.0106646365630438,-0.031351399368961,0.0104531447024931,-0.0102024256095621,-0.0272070046349954,0.00676558534488348,0.0329546677419901,0.00124635463438654,0.0640007655796024,0.0312226307767387,0.00314397995163206,0.0598830861367452,0.115708043590978,0.0901578079303979,0.14016881073063,0.117251223320809,0.10037959901034,0.133029552513956,0.0807175927703474,0.0558787766846845,0.105237576025782,0.0799075842506545,0.0639150560299333,0.0964777142250178
"83",-0.0493224025780767,-0.107698088695569,-0.011501197260235,0.0601226459453081,0.119431809371212,0.0880073699019979,-0.0486461635613123,-0.0636112470234763,-0.0334649744868486,-0.047099038665635,-0.0669840243841162,-0.027366627709234,-0.115813250329342,-0.134290716772624,-0.0973357838860599,-0.115813250329342,-0.134290716772624,-0.0973357838860599,-0.0108094020469893,-0.0325170511248166,0.0107347417565009,-0.0102825606273786,-0.0278480641315966,0.00670150321400521,0.0447439481834202,0.0119090996888565,0.0764310402529609,0.043793358475151,0.0150843835260933,0.0717185154298604,0.116693595853654,0.0902738814377703,0.141365280993788,0.117508256085401,0.100607806186389,0.134044940815029,0.0857853941862236,0.0598746141475325,0.110821359020133,0.0853641887441276,0.0693383317140305,0.101223532666737
