"","sp3in","sp3out","sp9in","sp9out","sp11in","sp11out","sp17in","sp17out","sp31in","sp31out","sp45in","sp45out","meanin3","lowin3","upin3","meanin3_g","lowin3_g","upin3_g","meanout3","lowout3","upout3","meanout3_g","lowout3_g","upout3_g","meanin9","lowin9","upin9","meanin9_g","lowin9_g","upin9_g","meanout9","lowout9","upout9","meanout9_g","lowout9_g","upout9_g","meanin11","lowin11","upin11","meanin11_g","lowin11_g","upin11_g","meanout11","lowout11","upout11","meanout11_g","lowout11_g","upout11_g","meanin17","lowin17","upin17","meanin17_g","lowin17_g","upin17_g","meanout17","lowout17","upout17","meanout17_g","lowout17_g","upout17_g","meanin31","lowin31","upin31","meanin31_g","lowin31_g","upin31_g","meanout31","lowout31","upout31","meanout31_g","lowout31_g","upout31_g","meanin45","lowin45","upin45","meanin45_g","lowin45_g","upin45_g","meanout45","lowout45","upout45","meanout45_g","lowout45_g","upout45_g"
"1",-0.00107010700311077,-0.0035859308183106,-0.00417471550920668,-0.0139802579328707,-0.0204818400141147,0.0219601184274154,-0.0606574909281718,-0.0203829806377653,0.032244631600031,-0.0279051366211558,-0.0248747812872532,0.0356300998786896,-0.00890002492859845,-2.08500717726757,2.01823176676836,0.0129041630616762,-1.61815238165247,1.63083337444138,0.00463029939510856,-2.03323120438792,2.09125726437557,0.023412067300954,-1.56480938048992,1.63801090748903,0.0295209350664534,-1.91700304129504,1.95371257452339,0.00152483751919618,-1.66687393747167,1.6813117610841,0.0321929784504848,-2.005631097719,2.09671626460041,-0.0265363113284564,-1.69703117881731,1.60319452012752,-0.00340820766996985,-2.02373108289089,1.96436053392898,0.0146519111896098,-1.62868736480349,1.61480284272179,0.0146797496757808,-1.98115699632501,2.06619576616936,-0.0213928645806395,-1.60466180009751,1.63940319549552,0.000387943981415338,-2.01354942708894,2.04983446920821,-0.00121276017617428,-1.65418899617101,1.62099063718195,-0.0198759685019919,-2.14091487601362,2.03678301303671,0.000233046487455851,-1.63923793173318,1.62796189142941,0.034357690570053,-1.96280027703674,2.07931891359064,0.0001572343159256,-1.68917664959985,1.63937748130936,-0.000411964543170688,-2.0360374449996,1.96984052545229,0.0224017997390644,-1.57478246503875,1.68197440598282,0.00745530399636274,-1.95965916444615,2.00382584590696,0.0105923622347632,-1.60097091433463,1.6639306703407,-0.0186504956831508,-2.10705968931927,2.05440867969689,0.01715835630257,-1.57871953499234,1.66210652970413
"2",-0.00866473417325707,-0.0188857001828246,-6.24182651694241e-05,-0.0136229833085677,0.00856494182044605,0.0219601184274154,-0.0411717353025016,-0.0114077441351634,0.0259567017635962,-0.0233215761149275,-0.0226857156922725,0.0423057320756914,-0.00703579248265781,-0.0737288722032747,0.0673999633054587,-0.00954747394377359,-0.0699986939661928,0.0587930012851822,-0.0203126329774466,-0.102491539037998,0.0540519721063642,-0.014926841756009,-0.07075068175599,0.0435824423137791,0.00208960392348533,-0.0714536142989209,0.0897970618333492,0.0016102774525585,-0.063843387391721,0.0651799058184191,-0.0150587449322893,-0.107401805923804,0.0478582371689488,-0.0180774031051692,-0.0754749428701735,0.0485452478992008,0.00999267317801187,-0.0767876506018032,0.103496732995346,0.0113965803895634,-0.0462263198772846,0.07333991932818,0.0226513552228652,-0.0704067177557864,0.0958373980359929,0.0254520471630143,-0.029430441582917,0.0872054197751109,-0.0420870282141795,-0.119529161017195,0.0385962425443686,-0.0430572568609681,-0.107804855737,0.024204781837134,-0.0114508361324041,-0.0945933517263809,0.0599264776677123,-0.0127315884683036,-0.0694502081198125,0.0634429154463526,0.0240067983526131,-0.0514984759895186,0.101745732440103,0.0336661019030193,-0.0230323155817537,0.095376891600796,-0.0227038928326527,-0.105114558789631,0.0575732879357905,-0.0209718594918015,-0.0760952972145431,0.0354901887794987,-0.0217555078766206,-0.0997063448847003,0.049387344982348,-0.0186865011089384,-0.0867910718357297,0.0372790524746672,0.0417568325440964,-0.0398064697861201,0.119838186842974,0.0447648047383828,-0.0117180143699144,0.104453919437071
"3",-0.0545389582570666,-0.0303198700437868,-6.24182651708539e-05,-0.00862040127929564,0.0112895417041098,0.0219601184274154,-0.0308637539177461,-0.0162629419437765,0.0117942610007922,-0.0186291451034482,-0.0254756301600658,0.0499797027842774,-0.0134211694753652,-0.0767073728835489,0.04768794135724,-0.0150726296666727,-0.0633466210575745,0.0357305512402487,-0.0270130864190895,-0.0550712560986674,0.00326075361842092,-0.0271264251072997,-0.0510689611646027,-0.0018527530168816,-0.000528395093176782,-0.0292078744869543,0.0282802155920354,-1.94139928041418e-05,-0.0239967713271544,0.0239242767858311,-0.00857891285889916,-0.0368629974920505,0.0195637982271702,-0.0090008377242843,-0.033679846416647,0.0152294209800436,0.0104412634333995,-0.0191422819059363,0.0396232224103174,0.0106669063276918,-0.0137024064081134,0.0336930043714146,0.0211534258446747,-0.00643919115790919,0.0481932958658576,0.0214108074066129,-0.00398048090285595,0.0451322890055448,-0.0310244002893698,-0.0597476783606038,-0.00267668289337195,-0.0316926139075416,-0.0558390358126063,-0.00913757379382825,-0.0146891262153332,-0.0436553757736456,0.0144582219359813,-0.0150116339649727,-0.0391818709854266,0.00872971270733409,0.0140490595227518,-0.0153645453208317,0.0449110052550472,0.0138985739423806,-0.00978985413907929,0.0388308551889053,-0.0183706692744015,-0.0476861056243934,0.0107174548757965,-0.0183884035443144,-0.0419893159271531,0.00584912436045774,-0.0239009163151313,-0.0523987154726366,0.00592355243401551,-0.0239934595462677,-0.0468619874312195,0.000133082022417602,0.0463904361015589,0.0145272324506155,0.0760366036527683,0.0473051245547474,0.0220156893133788,0.0713315076701153
"4",-0.0539397849219261,-0.0447241459435865,-6.24182651708539e-05,-0.0202899087491692,-0.0120730641433142,0.0563974085667596,-0.0160558359239431,-0.00426961462657083,0.00466787686818065,-0.0183242808943529,-0.0295035723320145,0.0454128146807076,-0.0503024639940155,-0.0791450772060646,-0.0201970430414776,-0.0505753689138423,-0.0748803354776642,-0.0237828133415239,-0.0402763138666301,-0.0695714560625112,-0.00855051060993262,-0.040024647459089,-0.063879054458313,-0.0142766892508403,-0.00040808532510095,-0.0274566123516145,0.0267121600157063,0.000118658577682586,-0.021606725285771,0.0221616510562943,-0.017197380834403,-0.0437509690382567,0.0120138690439268,-0.0175563846000386,-0.0414299465453116,0.00613857222259241,-0.00669675517088854,-0.0338449516566729,0.0222246003808776,-0.00775953079863005,-0.0298185054078251,0.0158326590091831,0.0229029851384677,-0.0303607511277485,0.0762060405470044,0.0234616128695654,-0.0200036292105629,0.0675896299662793,-0.018571504963596,-0.0461888750097541,0.00882723256626361,-0.0177962566628109,-0.0404153633131015,0.00497789143995988,-0.00616678183031985,-0.0330300516993855,0.0212265056057576,-0.00587045859402045,-0.0292304933480645,0.017806664513409,0.00627977733168021,-0.0222222110571756,0.0347955292230598,0.00654957133668516,-0.0158560333723783,0.0301494805261231,-0.0175913234764549,-0.0455311589980448,0.0107425117630847,-0.0174037439189548,-0.039980632920754,0.0052808682130209,-0.0274885847805307,-0.0545877733466362,0.000723576618265841,-0.0276114579555358,-0.0500017155390094,-0.00446856319744444,0.043112801411829,0.0129558111550358,0.0719586743337136,0.0442933242948725,0.0212144623657227,0.0672241841569611
"5",-0.0539397849219261,-0.010741695390255,-0.0058372449027183,-0.0202899087491692,-0.0530354052426686,0.0347298522022754,-0.0160558359239431,-0.0103914261937943,0.00466787686818065,-0.00929216170217018,-0.0295035723320145,0.0374821778938816,-0.0514821043753452,-0.0793240817670612,-0.0221390170891472,-0.0513156090776677,-0.0763539003808862,-0.0259300934239597,-0.0153708992402172,-0.045681342663159,0.0132317146787086,-0.015311390728045,-0.0412481120039156,0.00806198267119208,-0.00400824186947712,-0.0302500038363706,0.0236458525374593,-0.00462158761989693,-0.0266999820429528,0.0178632229082081,-0.0184145052943307,-0.0428594065164113,0.00776679566261997,-0.018754219679176,-0.0409178949077995,0.00364558892382128,-0.0120816656741852,-0.0678290853084806,0.0427320931097815,-0.0110252324470762,-0.0560705318243534,0.0408372377546015,0.0358878882037593,0.00910537803349714,0.0630434674738528,0.0358630524005903,0.0115162670801213,0.0606802559354896,-0.015915262572154,-0.0411936174593428,0.0100114500578811,-0.0159780559563785,-0.0362853200676261,0.00448424698286519,-0.00885348484136323,-0.0353687382490644,0.016639831963406,-0.0094950929058063,-0.0317144473632622,0.0133193466750499,0.00464164433310345,-0.0232627818211366,0.0323708951105039,0.00510696211571206,-0.0170348578481471,0.0274852008956443,-0.0104362751294528,-0.0357451555267577,0.0157245211009125,-0.0105405326321487,-0.0326279241384884,0.0110792683784165,-0.0284111297539423,-0.0535999056648573,-0.00141247115093465,-0.027916645084851,-0.0491260810476085,-0.00593164853929815,0.0371126089000844,0.0105210579401265,0.0642490312863154,0.0370446273462304,0.0145810674241654,0.0599671171640561
"6",-0.0539397849219261,0.0065334240377446,-0.00446858072642211,-0.0202899087491692,-0.0722315016606652,0.0318233527474732,-0.0160558359239431,-0.0176308704224448,0.00466787686818065,-0.00557503083246758,-0.0295035723320145,0.0331501606852669,-0.0514513902125713,-0.0787410144247367,-0.0228290525914041,-0.0518576980264605,-0.076037528354492,-0.0261420717826163,0.00187835195404798,-0.0277404753148423,0.029507786424555,0.00261236191442926,-0.0235605025078965,0.0273727285960147,-0.00423641567625585,-0.0294014434432113,0.020880815052155,-0.00400230959504258,-0.0252231867168062,0.0169340697255477,-0.0194235497858295,-0.0440547645994535,0.00516200741444797,-0.0195892728511383,-0.0410839253935406,0.00214014618335149,-0.0413179076761183,-0.10016264021024,0.0164362462856287,-0.0431817511017423,-0.090359482112891,0.00464835518481007,0.0308943050416584,0.00462595370671535,0.0572367633362813,0.0316435311734421,0.00817780315907675,0.0552928875992593,-0.0150396098811429,-0.0401159325505793,0.0106714074565113,-0.0151671224921928,-0.0340718135196556,0.00417543887654865,-0.0150933894534192,-0.0404585363284104,0.0102629041943794,-0.0152888549565781,-0.0366298266120516,0.00621489416136314,0.00455807946081389,-0.0227238667031888,0.0312377817798307,0.00484250100298981,-0.0166467141838495,0.0268229551249839,-0.00628520629171224,-0.0318639579100668,0.0189580456766997,-0.00635648864463849,-0.0281991212876561,0.0144661433849908,-0.0284747952200402,-0.0538761033089617,-0.00291694725712726,-0.0283430994680281,-0.0493242593718482,-0.0072801053770529,0.0326270987620607,0.00651294881500279,0.0590603730825732,0.032968662305397,0.0114645687998463,0.0544584389192959
"7",-0.037000392405197,0.0065334240377446,0.00341180984847563,-0.0275893161847263,-0.0722315016606652,0.0310613292517203,-0.0282430020935646,-0.0176308704224448,0.0179936061954381,-0.00557503083246758,-0.0214623316506146,0.0331501606852669,-0.0388811033904049,-0.0671508113013537,-0.0113470977782229,-0.0384131918667848,-0.0623518264072907,-0.0145441802600558,0.005000634042432,-0.0233780383957666,0.0321036261052828,0.00541287254422291,-0.0186858164611643,0.0286120698410613,0.00154802648589994,-0.0236764412346723,0.0249282820028372,0.00210118237190031,-0.018481980998527,0.0219472329471857,-0.0243216448958496,-0.0477733306681449,-0.000733375998848131,-0.0250366233928269,-0.0465423553463684,-0.00344714440500989,-0.0693875073932752,-0.0950716289490954,-0.0402832568178017,-0.0701628706328847,-0.0926111323495714,-0.04632889654107,0.02926548067969,0.00232411261911914,0.0534382808618566,0.0300155285287059,0.00615502034598864,0.0520888477947407,-0.0242945288818062,-0.048266885448044,0.00104820559440833,-0.0250355285812875,-0.0437891267764785,-0.00569476005943734,-0.0163282995968762,-0.0410211366496487,0.00867030079133863,-0.0167688781198519,-0.036651197948606,0.00432749656359809,0.0139709234562381,-0.0132509306099953,0.0402492341251538,0.0148466626874433,-0.00645018016852657,0.0357355172760582,-0.00517930769841733,-0.0285895631718236,0.0184741555456646,-0.00576373791864752,-0.0262539854361301,0.0152092109566176,-0.0220168897109472,-0.0473803666286505,0.00290676480076603,-0.021614874044193,-0.0418621590155347,-0.000825272233587308,0.0315073663858567,0.00566247202512325,0.0573328400985742,0.0317454773041799,0.0107447803242067,0.0528203720965176
"8",-0.0377253558614504,0.0065334240377446,0.00713349097736415,-0.0293766229739756,-0.0722315016606652,0.024904783740336,-0.0220108023942767,-0.0176308704224448,0.0238617692681824,-0.00557503083246758,-0.0304841266161932,0.0331501606852669,-0.0362571193533498,-0.0631429542180973,-0.00881977467670025,-0.0366315183656163,-0.0597569308732343,-0.0130463000492415,0.00608267863972688,-0.020624588786854,0.0324532490274995,0.0058477754394991,-0.0164984213541983,0.0286220565179962,0.00601365897465398,-0.0181507221732854,0.0302234166556781,0.00581163433248374,-0.0138359021815804,0.025025970708856,-0.0272797979188998,-0.0483929012434468,-0.00410534418562664,-0.0276909217833761,-0.0481951212211778,-0.00665937114458917,-0.0700968055767192,-0.0956509538732333,-0.0426538668839893,-0.0707390718320046,-0.0922823121366876,-0.0480461547416706,0.0251378534328632,0.00153171133825016,0.0490482655743334,0.0248043829383266,0.00296630925706722,0.0473846709746713,-0.0213773015536336,-0.0437536350286567,0.0031510027215887,-0.0215598351823653,-0.0400656074144141,-0.0030774496292253,-0.0162123561581854,-0.0389636331354397,0.00809181913434044,-0.0163966573964086,-0.0364511789337925,0.00387422543337432,0.0203454369806533,-0.00620468081106865,0.0459322946206912,0.0212046200752357,-0.00071342632081792,0.0412266952067269,-0.00492367404903626,-0.0260242388467457,0.0173266469554238,-0.00545891003348625,-0.0251496845130675,0.0139088488013759,-0.0279388253239778,-0.0529334844721648,-0.00291291518684683,-0.0280433032711893,-0.0482210648084743,-0.00783283938190837,0.031409119216091,0.00671228085216733,0.0548623661881164,0.0316649286979782,0.0105642585553582,0.0523698939331746
"9",-0.022246532163355,-0.0235043107574917,0.00397773570128018,-0.0376790747210975,-0.0724759527841258,0.024904783740336,-0.0277537275931577,-0.0176308704224448,0.0245085993331364,-0.000969044688261533,-0.0313061483245606,0.0491847966932646,-0.0245439409751586,-0.0512481060972471,0.00125838650704251,-0.0240043211240206,-0.0476181255387809,-0.00206371705279333,-0.0166913831763572,-0.0426600000054154,0.014202510355408,0.00115247530053787,-0.0375134560836282,0.0405386623972133,0.00421012836939163,-0.0185228103105343,0.0272810451587239,0.00413042915588362,-0.0146427515135066,0.0233388329037947,-0.0347391716414049,-0.0552026950152583,-0.0133454319993299,-0.0346193233971512,-0.0536987194520913,-0.0139467262725003,-0.0704349407315137,-0.094907196367096,-0.0447457432335043,-0.0714057308924458,-0.0933081583549054,-0.0492471176103405,0.023888770377747,-4.89396605902939e-05,0.0473495769740575,0.0243260650837575,0.00171149847381762,0.0452082054456573,-0.0256525966860508,-0.0482107420557503,-0.00253993949690782,-0.0253351269073804,-0.0437407490829694,-0.00722067297858412,-0.0165884383193325,-0.0387829488244723,0.0059129622328176,-0.016604317104206,-0.0357735999516502,0.00316075318751644,0.0224872366427319,-0.00413042805510082,0.0471705731934446,0.0232148057459374,0.00294250418838488,0.0427778129879745,-0.0016487983152374,-0.0215738139596943,0.0184999216620754,-0.00201302261948162,-0.021084720068241,0.0167595520995072,-0.0297319790065246,-0.0541297246909491,-0.00403496750902542,-0.0294287821495992,-0.0485029225765803,-0.00968239848578044,0.0436869977543257,0.0183269954669997,0.0658507480806944,0.0446089663450111,0.0240650018211143,0.0643834728366035
"10",-0.00780868589535336,-0.0295529335573796,0.00397773570128018,-0.0234264572470622,-0.0618062472904188,0.024904783740336,-0.0277537275931577,-0.0244003198105558,0.0146738140426559,-0.00272787883073278,-0.0238179434275093,0.0573364390667841,-0.011158975989585,-0.0385903988823887,0.0142873053492161,-0.0105016437076617,-0.0337421432810754,0.0105517403811987,-0.0257850850619998,-0.0517093530036819,0.00118799988761077,-0.0259860565428536,-0.0480157628424346,-0.00194119007280916,0.00387235214618069,-0.017656686997928,0.0259192663939256,0.00382924715039734,-0.0153270242338919,0.0222212208778936,-0.0244065293255256,-0.0449955769670253,-0.0031308847239376,-0.0247581714797972,-0.0441138445073342,-0.00532397891213993,-0.0617201277566378,-0.0876510381090523,-0.0375982965755483,-0.0625149608914155,-0.0832659706422334,-0.0411778920195127,0.0239443617218298,0.000537907542344444,0.0466486931960707,0.0241569344493204,0.00315164790617625,0.0449769142954103,-0.0260173912860919,-0.0472608176380162,-0.00350409848940687,-0.0263975416687414,-0.0436011577835189,-0.00875687043685471,-0.0214271190799512,-0.0434560639216565,0.00108691540826238,-0.0219289724289809,-0.0406849696873571,-0.00264410415687681,0.0153973557195751,-0.00990449044315166,0.0401719756851688,0.0158629337450174,-0.00391148378482626,0.0349221268819211,-0.00246214264900307,-0.0206401177209422,0.0160257671279905,-0.00245002580591052,-0.0203119797919253,0.0154690447309399,-0.024279600879635,-0.0475671766500498,-0.00141036475071694,-0.0236772164469032,-0.0427633249311073,-0.00466797673900058,0.053536459761767,0.0274322771500946,0.0769556711334845,0.0535337573268287,0.0329505813732096,0.0732492509050926
"11",-0.00744810203819114,-0.0299600958816093,0.00397773570128018,-0.0294393366956447,-0.0492900240305997,0.0306961660140459,-0.03253890120991,0.00598353519312145,-0.00490385871050552,-0.0102631292835653,-0.0182529076380383,0.0710158408374628,-0.00799931497912032,-0.0335504015752654,0.017065062865107,-0.00780353337012978,-0.0297460848328211,0.0137592416086219,-0.0271872808495669,-0.0532362474679014,-0.000926859725049535,-0.0277567880171976,-0.0499492166854604,-0.00445175798346953,0.00369423799113053,-0.0169600384090003,0.0251084231364112,0.00365850635244334,-0.0142201053466891,0.0222112606837276,-0.0274738660644085,-0.0472711954442038,-0.00690434532891478,-0.0279515235089946,-0.0472592764747826,-0.0085532303640073,-0.0499885835706978,-0.0740481538061518,-0.0269362027582849,-0.0503908718611251,-0.0710597306859401,-0.0302455488347909,0.0279959715187323,0.00533024176083171,0.0497600433402643,0.0286757414269392,0.00798872244264366,0.0491500854788211,-0.0305241071154625,-0.0512612324492334,-0.00864280987996443,-0.0304100195368229,-0.0477246047038459,-0.0128558169105811,-0.0152187711696336,-0.051008778073395,0.0206807478623047,-0.0146413547954745,-0.0440270636836545,0.015713212163687,-0.00010306042300919,-0.0243706360213961,0.0256294817383001,-0.000810720630575084,-0.0198541777300852,0.0194699399130794,-0.00827871439351059,-0.0251909093202326,0.00961151111147897,-0.00814855383542203,-0.0246487459163089,0.00889762672722562,-0.0184338531191741,-0.0410723687276192,0.00466761586266669,-0.018775073979069,-0.037339214237157,0.000200754232053381,0.0656881623128202,0.0399202097289638,0.0900520589724312,0.0663645135799428,0.0454654165917966,0.0857066171976802
